id pop year region species cluster geno_sex sequenced rgb_r_mean rgb_r_mode rgb_g_mean rgb_g_mode rgb_b_mean rgb_b_mode luminance_mean luminance_mode isotope_d13C isotope_d15N isotope_d13C_resid isotope_d15N_resid isotope_CN_ratio csize PC1 PC2 PC3 PC4 PC5 PC6 egg_diameter_mean egg_diameter_sd egg_number egg_weight sex testis_length_mean testis_width_mean testis_weight std_length body_depth1 body_depth2 spine_dorsal1 spine_dorsal2 spine_dorsal3 spine_pelvic joint_sex raker_long_count raker_short_count plate_count
SR30 SR 2014 NA NA NA NA NA 148.476794340925 97 139.195479641132 97 131.600759144237 111 419.273033126294 419.273033126294 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR31 SR 2014 NA NA NA NA NA 154.224208883213 104 144.083818173218 159 138.617047443357 151 436.925074499787 436.925074499787 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR32 SR 2014 NA NA NA NA NA 152.563601532567 156 150.146896551724 151 149.684444444444 150 452.394942528736 452.394942528736 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR33 SR 2014 NA NA NA NA NA 175.855651041667 197 170.200416666667 189 165.565598958333 186 511.621666666667 511.621666666667 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR35 SR 2014 NA NA NA NA NA 172.921185312024 102 170.399923896499 105 167.864630898021 188 511.185740106545 511.185740106545 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR38 SR 2014 NA NA NA NA NA 180.548446745562 189 176.827785996055 186 173.051282051282 181 530.4275147929 530.4275147929 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR39 SR 2014 NA NA NA NA NA 181.313407632557 205 179.190813914218 107 176.924012158055 198 537.428233704829 537.428233704829 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR4 SR 2014 NA NA NA NA NA 171.381788297173 100 168.406969099277 100 165.96449704142 102 505.75325443787 505.75325443787 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR40 SR 2014 NA NA NA NA NA 157.20157790927 165 152.610124917817 163 147.340105193951 161 457.151808021039 457.151808021039 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR41 SR 2014 NA NA NA NA NA 180.976762820513 99 178.851963141026 99 176.743189102564 99 536.571915064103 536.571915064103 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR42 SR 2014 NA NA NA NA NA 153.042912946429 167 148.539425223214 160 145.117578125 158 446.699916294643 446.699916294643 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR43 SR 2014 NA NA NA NA NA 177.842376373626 100 175.816683316683 101 174.867882117882 105 528.526941808192 528.526941808192 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR44 SR 2014 NA NA NA NA NA 175.447965571205 190 169.248155600268 184 164.167784484686 179 508.863905656159 508.863905656159 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR46 SR 2014 NA NA NA NA NA 174.319256102286 186 170.251582074131 181 166.867579318955 171 511.438417495372 511.438417495372 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR47 SR 2014 NA NA NA NA NA 169.896803371364 97 169.49953746531 98 170.233528625758 101 509.629869462432 509.629869462432 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR48 SR 2014 NA NA NA NA NA 168.937698412698 187 167.212358276644 186 164.399943310658 185 500.55 500.55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR49 SR 2014 NA NA NA NA NA 182.835925925926 212 180.015925925926 205 177.863703703704 192 540.715555555556 540.715555555556 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR5 SR 2014 NA NA NA NA NA 153.87279040404 127 147.686868686869 124 139.841856060606 122 441.401515151515 441.401515151515 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR50 SR 2014 NA NA NA NA NA 171.735119047619 105 166.469680059524 104 161.336061507937 177 499.540860615079 499.540860615079 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR52 SR 2014 NA NA NA NA NA 158.146409320118 96 158.04497768504 96 159.680983017446 97 475.872370022605 475.872370022605 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR53 SR 2014 NA NA NA NA NA 181.875212104072 133 180.398755656109 226 179.670284219457 219 541.944251979638 541.944251979638 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR54 SR 2014 NA NA NA NA NA 146.836326225215 67 146.020202020202 67 145.275720164609 67 438.132248410026 438.132248410026 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR55 SR 2014 NA NA NA NA NA 141.661458333333 159 139.28506097561 159 137.860052506775 158 418.806571815718 418.806571815718 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR56 SR 2014 NA NA NA NA NA 177.877572016461 98 175.614039252928 97 173.928854067743 98 527.420465337132 527.420465337132 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR57 SR 2014 NA NA NA NA NA 189.5909160189 132 191.273281511965 132 194.064471879287 134 574.928669410151 574.928669410151 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR59 SR 2014 NA NA NA NA NA 147.668650793651 176 146.96259553204 180 146.624632569077 104 441.255878894768 441.255878894768 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR6 SR 2014 NA NA NA NA NA 180.293843351548 193 175.379817850638 189 172.331876138434 187 528.005537340619 528.005537340619 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR60 SR 2014 NA NA NA NA NA 158.731031746032 177 152.105158730159 163 145.496984126984 158 456.333174603175 456.333174603175 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR61 SR 2014 NA NA NA NA NA 175.079573512907 104 174.432809577254 106 171.815114104003 188 521.327497194164 521.327497194164 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR62 SR 2014 NA NA NA NA NA 177.264962962963 97 176.870592592593 98 177.496666666667 100 531.632222222222 531.632222222222 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR63 SR 2014 NA NA NA NA NA 175.275551994302 188 173.284633190883 187 171.5974002849 186 520.157585470085 520.157585470085 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR64 SR 2014 NA NA NA NA NA 174.421056832695 98 173.313218390805 98 173.379869093231 100 521.114144316731 521.114144316731 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR65 SR 2014 NA NA NA NA NA 163.979166666667 185 163.137542517007 185 163.207341269841 185 490.324050453515 490.324050453515 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR66 SR 2014 NA NA NA NA NA 172.785322359396 101 171.998530276308 101 171.45081324711 191 516.234665882814 516.234665882814 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR67 SR 2014 NA NA NA NA NA 158.614909781576 73 158.069958847737 77 157.468740107629 96 474.153608736942 474.153608736942 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR68 SR 2014 NA NA NA NA NA 152.430349377718 163 149.46138851402 159 144.53771180087 155 446.429449692608 446.429449692608 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR69 SR 2014 NA NA NA NA NA 160.580740740741 110 159.238201058201 108 159.403544973545 188 479.222486772487 479.222486772487 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR7 SR 2014 NA NA NA NA NA 167.387835996532 181 158.782546760808 158 153.105041496346 149 479.275424253685 479.275424253685 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR70 SR 2014 NA NA NA NA NA 170.957977207977 95 171.471296296296 96 172.701923076923 98 515.131196581197 515.131196581197 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR71 SR 2014 NA NA NA NA NA 148.519166666667 103 146.649305555556 103 145.848611111111 102 441.017083333333 441.017083333333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR72 SR 2014 NA NA NA NA NA 156.10113960114 161 156.368862074744 161 157.678984414279 161 470.148986090163 470.148986090163 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR73 SR 2014 NA NA NA NA NA 151.038132807364 163 148.961932938856 161 146.572978303748 159 446.573044049967 446.573044049967 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR74 SR 2014 NA NA NA NA NA 163.990381426202 179 162.082122719735 179 160.906932006633 178 486.97943615257 486.97943615257 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR75 SR 2014 NA NA NA NA NA 159.733196159122 99 159.902743484225 102 160.407087334248 185 480.043026977595 480.043026977595 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR76 SR 2014 NA NA NA NA NA 155.779215421542 101 154.905584308431 176 154.462571257126 171 465.147370987099 465.147370987099 NA NA NA NA NA NA NA NA NA NA NA NA 1.2 0.0816496580927726 59 2.782 F NA NA NA NA NA NA NA NA NA NA F NA NA NA
SR77 SR 2014 NA NA NA NA NA 163.063717948718 188 160.129935897436 185 156.727435897436 178 479.92108974359 479.92108974359 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR78 SR 2014 NA NA NA NA NA 165.018863584081 188 161.717218771567 186 159.034506556246 183 485.770588911893 485.770588911893 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR79 SR 2014 NA NA NA NA NA 181.772652634722 199 179.424093148231 196 176.807035876001 191 538.003781658954 538.003781658954 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR8 SR 2014 NA NA NA NA NA 154.180492766727 98 151.113556735986 104 149.672129294756 179 454.966178797468 454.966178797468 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR81 SR 2014 NA NA NA NA NA 166.009162808642 184 164.42081404321 184 163.727912808642 184 494.157889660494 494.157889660494 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR82 SR 2014 NA NA NA NA NA 149.69708994709 105 149.074294532628 102 148.858833039389 100 447.630217519106 447.630217519106 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR83 SR 2014 NA NA NA NA NA 181.138822115385 98 178.467681623932 98 177.62733707265 100 537.233840811966 537.233840811966 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR84 SR 2014 NA NA NA NA NA 163.266326713187 99 161.973877258901 99 161.837538021113 100 487.077741993201 487.077741993201 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR85 SR 2014 NA NA NA NA NA 164.72491638796 185 160.834448160535 181 159.838628762542 178 485.397993311037 485.397993311037 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR86 SR 2014 NA NA NA NA NA 174.164388888889 96 173.690944444444 96 174.201055555556 96 522.056388888889 522.056388888889 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR87 SR 2014 NA NA NA NA NA 163.84873224479 188 163.661091198726 188 163.017522899243 188 490.527346342759 490.527346342759 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR9 SR 2014 NA NA NA NA NA 163.973176657246 102 161.374535177748 186 160.534681937627 183 485.882393772621 485.882393772621 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR90 SR 2014 NA NA NA NA NA 169.207142857143 99 169.987936507936 102 171.579735449735 189 510.774814814815 510.774814814815 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR91 SR 2014 NA NA NA NA NA 162.612250181216 99 152.520710365538 171 146.175572123848 159 461.308532670602 461.308532670602 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR93 SR 2014 NA NA NA NA NA 174.357902298851 190 172.050909961686 190 170.80004789272 189 517.208860153257 517.208860153257 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR94 SR 2014 NA NA NA NA NA 161.912063492063 104 159.720846560847 180 157.910052910053 176 479.542962962963 479.542962962963 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR95 SR 2014 NA NA NA NA NA 157.249426078972 98 156.731749311295 98 156.848025711662 101 470.829201101928 470.829201101928 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR97 SR 2014 NA NA NA NA NA 165.231184710351 187 160.638977920228 180 157.627374169041 169 483.49753679962 483.49753679962 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR98 SR 2014 NA NA NA NA NA 167.085134099617 99 162.735478927203 100 158.474329501916 104 488.294942528736 488.294942528736 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR99 SR 2014 NA NA NA NA NA 178.176517456178 105 176.264957264957 107 174.527306967985 193 528.968781689121 528.968781689121 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC1 TC 2014 NA NA NA NA NA 180.796832804027 198 177.146801477737 184 173.074859031694 179 531.018493313457 531.018493313457 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC10 TC 2014 NA NA NA NA NA 180.481718020542 190 176.856619981326 188 168.35675070028 172 525.695088702148 525.695088702148 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC11 TC 2014 NA NA NA NA NA 192.582276302852 133 178.697197640118 187 164.635422812193 163 535.914896755162 535.914896755162 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC12 TC 2014 NA NA NA NA NA 181.504352467767 167 178.554364786072 167 172.67130656155 172 532.73002381539 532.73002381539 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC13 TC 2014 NA NA NA NA NA 179.92033923974 187 169.737795951335 169 155.304558534 152 504.962693725074 504.962693725074 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC13A TC 2014 NA NA NA NA NA 178.32444894287 137 164.910115834458 184 147.638945119208 155 490.873509896536 490.873509896536 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC14 TC 2014 NA NA NA NA NA 184.138530967943 201 176.896794273265 186 165.800062247121 166 526.835387488329 526.835387488329 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC15 TC 2014 NA NA NA NA NA 180.194111595255 178 164.636891793755 163 142.694444444444 145 487.525447833454 487.525447833454 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC16 TC 2014 NA NA NA NA NA 174.852674207513 186 168.067821067821 177 157.254573383606 159 500.17506865894 500.17506865894 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC17 TC 2014 NA NA NA NA NA 192.437028985507 NA 184.337608695652 193 175.257632850242 180 552.032270531401 552.032270531401 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC18 TC 2014 NA NA NA NA NA 188.788605913606 215 177.268104643105 187 162.024283899284 162 528.080994455994 528.080994455994 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC19 TC 2014 NA NA NA NA NA 184.621141975309 221 177.425855780022 187 165.812920875421 165 527.859918630752 527.859918630752 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC2 TC 2014 NA NA NA NA NA 191.119507451238 138 186.444430747315 227 179.587675323252 190 557.151613521806 557.151613521806 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC20 TC 2014 NA NA NA NA NA 199.238652868555 226 182.968923989349 187 159.632988380537 159 541.840565238441 541.840565238441 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC21 TC 2014 NA NA NA NA NA 198.11512684846 231 189.174358974359 197 175.956152489486 182 563.245638312305 563.245638312305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC3 TC 2014 NA NA NA NA NA 162.361911800936 160 158.708392125244 148 154.138054603687 152 475.208358529866 475.208358529866 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC4 TC 2014 NA NA NA NA NA 182.42723937247 174 174.540194838057 181 166.185842611336 166 523.153276821862 523.153276821862 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC5 TC 2014 NA NA NA NA NA 177.819309600863 162 173.728218795609 181 167.766990291262 180 519.314518687734 519.314518687734 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC6 TC 2014 NA NA NA NA NA 171.404152637486 183 165.031762065095 169 157.318827160494 159 493.754741863075 493.754741863075 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC7 TC 2014 NA NA NA NA NA 182.445113570602 200 173.297869646991 185 165.234483506944 166 520.977466724537 520.977466724537 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC8 TC 2014 NA NA NA NA NA 185.737654320988 211 177.075991849455 189 165.111141076351 172 527.924787246794 527.924787246794 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
TC9 TC 2014 NA NA NA NA NA 171.399414987847 174 161.184732006756 156 145.711284142875 136 478.295431137478 478.295431137478 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP7 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.955644406 NA NA 0.49 0.52 NA NA NA 19 14 31
CP9 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.865711904 NA NA 0.6 0.62 NA NA NA 20 15 31
CP14 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.649085079 NA NA 0.5 0.5 NA NA NA 19 14 32
CP15 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.496059558 NA NA 0.48 0.63 NA NA NA 20 15 32
CP16 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.279893987 NA NA 0.53 0.6 NA NA NA 19 15 32
CP17 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.541477531 NA NA 0.59 0.6 NA NA NA 21 15 32
CP18 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.384238487 NA NA 0.46 0.57 NA NA NA 24 16 31
CP27 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.54425187 NA NA 0.47 0.57 NA NA NA 21 14 30
CP29 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.047575858 NA NA 0.6 0.65 NA NA NA 21 16 31
CP33 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.080961551 NA NA 0 0 NA NA NA 22 14 32
CP40 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.62436707 NA NA 0.5 0.54 NA NA NA 22 15 30
CP50 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.470695963 NA NA 0 0.58 NA NA NA 19 15 31
CP53 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.37904616 NA NA 0.66 0.7 NA NA NA 22 15 31
CP54 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.735965848 NA NA 0.57 0.6 NA NA NA 20 14 32
CP25 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.483150004 NA NA 0.52 0.61 NA NA NA 18 15 32
CP20 CP 2012 NA cmn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.249099099 NA NA 0.6 0.66 NA NA NA 20 16 33
